user_id,book_name,rating
5,"The Diary of Anaïs Nin, Vol. 1: 1931-1934",3
933,Christine,3
4284,"Goodbye, Columbus",4
5375,Running with Scissors,4
443,"Princess Academy (Princess Academy, #1)",5
329,Bad Monkeys,3
5842,Metamagical Themas: Questing for the Essence of Mind and Pattern,3
1224,Veronika Decides to Die,2
4934,The Curious Incident of the Dog in the Night-Time,4
5527,The Princess and the Pea,4
4836,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",3
5231,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,4
9,Stumbling on Happiness,5
3474,Pedro Páramo,4
551,"A Storm of Swords (A Song of Ice and Fire, #3)",4
500,The Great Influenza: The Story of the Deadliest Pandemic in History,4
73,The Prince of Tides,3
3828,"Eat, Pray, Love",3
132,The Diary of a Young Girl,5
1050,Harry Potter and the Order of the Phoenix,4
2776,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
547,"Eclipse (Twilight, #3)",5
919,Phantoms in the Brain: Probing the Mysteries of the Human Mind,4
4089,"Hogfather (Discworld, #20; Death, #4)",4
4196,A Tale of Two Cities,3
40,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3
5383,"The Last Enchantment (Arthurian Saga, #3)",3
2597,Memoirs of a Geisha,5
819,A Walk in the Woods: Rediscovering America on the Appalachian Trail,1
3628,"Asterix the Gladiator (Asterix, #4)",4
4147,Everything's Eventual,3
5000,American Psycho,3
3656,"Weetzie Bat (Weetzie Bat, #1)",3
2571,Pride and Prejudice,4
1122,The Long Walk,4
14,All the Names,3
335,One Flew Over the Cuckoo's Nest,4
2955,For Whom the Bell Tolls,5
5400,Carrie,4
1737,The Power,4
3259,You Are What You Eat: The Plan That Will Change Your Life,5
5000,As I Lay Dying,5
338,The Book Thief,4
3643,Catch-22,5
529,"Along Came a Spider (Alex Cross, #1)",3
613,Portrait of a Marriage: Vita Sackville-West and Harold Nicolson,2
3460,Absurdistan,2
4804,Wormwood: A Collection of Short Stories,3
291,The Grapes of Wrath,4
284,Stupid White Men,4
2445,The Catcher in the Rye,2
675,The Hundred Dresses,4
4357,The Bonfire of the Vanities,3
3158,Enduring Love,3
278,The Power of the Dog (Power of the Dog #1),4
3738,"Paradiso (The Divine Comedy, #3)",5
5851,Lisey's Story,4
853,"Harry Potter Series Box Set (Harry Potter, #1-7)",5
2613,The Complete Fairy Tales,5
3211,Coma,5
3262,"Promethea, Vol. 1",3
3278,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",2
751,"Eat, Pray, Love",1
487,Dress Your Family in Corduroy and Denim,4
562,Emma,4
90,Eugénie Grandet,5
5225,What Is the What,5
503,Run,4
1880,Caligula,5
5063,"The Fellowship of the Ring (The Lord of the Rings, #1)",4
26,Giving: How Each of Us Can Change the World,4
1672,"El oro del rey (Las aventuras del capitán Alatriste, #4)",3
4763,Dark Matter,4
5247,Life of Pi,3
507,"The Bean Trees (Greer Family, #1)",4
3599,Fried Green Tomatoes at the Whistle Stop Cafe,3
4351,"Step on a Crack (Michael Bennett, #1)",3
1141,Sylvia,4
377,The Glass Bead Game,4
338,The Absolutely True Diary of a Part-Time Indian,5
2042,Eleven Minutes,1
4934,Brave New World,4
5993,From Beirut to Jerusalem,3
3025,1984,5
1861,As She Climbed Across the Table,3
4143,The Dreamer,4
1223,"Death Note, Vol. 2: Confluence (Death Note, #2)",5
5695,Team of Rivals: The Political Genius of Abraham Lincoln,4
2631,Where I'm Calling from: New and Selected Stories,4
4534,"Catch-22 (Catch-22, #1)",1
667,The Nightingale,4
751,The Curious Incident of the Dog in the Night-Time,2
3259,After Dark,4
5076,A Man Without a Country,5
879,A Passage to India,3
4373,The Far Side Gallery 3,4
2581,"A Canticle for Leibowitz (St. Leibowitz, #1)",3
682,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3
377,The Wasp Factory,4
338,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4
3227,The Woods,3
2139,La casa de Bernarda Alba,5
3286,"The Sins of the Fathers (Matthew Scudder, #1)",4
327,"Anne's House of Dreams (Anne of Green Gables, #5)",4
3216,"He Shall Thunder in the Sky (Amelia Peabody, #12)",4
4312,"The Waste Lands (The Dark Tower, #3)",5
4711,Three Tall Women,4
457,"Bridget Jones's Diary (Bridget Jones, #1)",1
5674,A Long Way Gone: Memoirs of a Boy Soldier,4
4147,"A Feast for Crows (A Song of Ice and Fire, #4)",4
4346,Midnight's Children,3
675,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",3
4089,"Perdido Street Station (New Crobuzon, #1)",5
1257,Tears of the Giraffe (No. 1 Ladies' Detective Agency #2),3
425,The Perks of Being a Wallflower,4
1416,The Night Before Christmas,4
4753,"The Amber Spyglass (His Dark Materials, #3)",5
4408,Best Friends Forever,2
3802,The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,5
853,Foundation and Empire (Foundation #2),5
1163,The Three Musketeers,3
357,"Death Note, Vol. 4: Love (Death Note, #4)",1
4217,American Psycho,5
5791,Jonathan Strange & Mr Norrell,1
5487,The Known World,4
4934,"The Truth (Discworld, #25; Industrial Revolution, #2)",5
2139,Sadi's Bustan and Gulistan,5
278,"The Redbreast (Harry Hole, #3)",4
3161,The Optimist's Daughter,3
4990,Me Talk Pretty One Day,3
1150,Half of a Yellow Sun,4
2008,The Tipping Point: How Little Things Can Make a Big Difference,2
4253,"Thief of Time (Discworld, #26)",3
4474,Tuesdays with Morrie,4
1910,Caramelo,4
1316,The Prophet,4
4693,Foucault's Pendulum,3
2282,Hard Boiled,5
2090,The Adventures of Tom Sawyer,3
529,"The Wonderful Wizard of Oz (Oz, #1)",4
338,"Burt Dow, Deep-Water Man",4
3805,Buddenbrooks: The Decline of a Family,4
2589,Snow Crash,5
2150,"Course of Theoretical Physics: Vol. 3, Quantum Mechanics: Non-Relativistic Theory",5
15,"The Da Vinci Code (Robert Langdon, #2)",2
3390,The Catcher in the Rye,5
4957,"Country of My Skull: Guilt, Sorrow, and the Limits of Forgiveness in the New South Africa",3
5682,"In the Woods (Dublin Murder Squad, #1)",4
4825,The Unabridged Devil's Dictionary,4
4806,"Prince Caspian (The Chronicles of Narnia, #2)",5
4334,The Prophet,3
545,Where the Red Fern Grows,5
2840,East of Eden,5
1890,La tabla de Flandes,3
3501,Of Love and Other Demons,4
4290,White Noise,4
547,Great Expectations,5
2042,Sophie's World,3
1257,Snow Flower and the Secret Fan,4
6,"The Power of One (The Power of One, #1)",4
2828,The Scarlet Letter,5
4196,Diary,1
2404,A Handful of Dust,5
4844,Homegoing,5
580,In a Sunburned Country,5
4197,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",4
2798,The Joke,4
3051,Feathers,4
3129,The Lovely Bones,4
4213,The Things They Carried,5
4542,On Beauty,3
482,Maximum City: Bombay Lost and Found,4
667,The Blind Assassin,2
1829,Story of a Girl,3
4534,Hamlet,4
1982,Skylight Confessions,4
2880,Rape: A Love Story,3
4502,Homicide: A Year on the Killing Streets,5
5102,"A Clash of Kings (A Song of Ice and Fire, #2)",5
4806,The BFG,4
1416,Dark Star Safari: Overland from Cairo to Cape Town,4
1398,In the Flesh (Books of Blood #5),3
5531,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",5
5452,"Golem in the Gears (Xanth, #9)",5
2696,La Regenta,4
5400,Julius Caesar,3
2187,Mrs. Dalloway,5
4753,"A Death in Vienna (Gabriel Allon, #4)",4
3101,Breakfast of Champions,4
4674,The 48 Laws of Power,4
2631,The Nonexistent Knight & The Cloven Viscount,4
1326,The Screwtape Letters,5
286,Beloved,5
5872,"Olive Kitteridge (Olive Kitteridge, #1)",3
3486,Fahrenheit 451,2
4746,The Book Thief,5
2613,The Temple of My Familiar,4
73,California,4
4696,Matilda,5
4321,The Magus,3
2649,The Other Boleyn Girl,4
4694,The Curious Incident of the Dog in the Night-Time,4
2685,Writing Degree Zero,4
317,Divine Secrets of the Ya-Ya Sisterhood,4
1125,The Hummingbird's Daughter,5
338,Free Food for Millionaires,4
5040,Where the Wild Things Are,5
5383,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",4
3088,The Color Purple,4
3286,Honest Illusions,4
284,"Anne of Green Gables (Anne of Green Gables, #1)",5
4794,Who Will Run the Frog Hospital?,5
4816,Bhagavad-Gita as It is with Translations and Elaborate Purports,4
166,Dinner at the Homesick Restaurant,3
5682,A Confederacy of Dunces,2
313,Alice in Wonderland,5
4806,Ash,3
4010,Mansfield Park,3
4666,The Devil's Highway: A True Story,4
3983,The Lorax,4
621,How to Be Good,2
879,Revolutionary Road,2
3109,Atlas Shrugged,5
166,The Iliad,4
2042,The Cherry Orchard,5
2622,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3
1349,Fahrenheit 451,4
4676,"Kane and Abel (Kane and Abel, #1)",3
18,The Third Chimpanzee: The Evolution & Future of the Human Animal,4
4589,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",4
4833,"Interview with the Vampire (The Vampire Chronicles, #1)",4
2004,Little Dorrit,2
5711,Heart of a Dog,5
4351,"Stone Cold (Camel Club, #3)",4
3042,The Return,3
2042,Immortality,5
2958,Difficult Loves,5
4089,Mother Night,3
675,The Lottery and Other Stories,5
4825,The Passion According to G.H.,4
3216,"The Girl with the Dragon Tattoo (Millennium, #1)",4
5985,Carrie,5
919,The Power of the Dog,5
1880,Animal Farm,4
1122,"Akira, Vol. 4",5
338,Middlemarch,4
4806,Horton Hatches the Egg,4
4806,A Room of One's Own,5
3486,Bookends,3
675,Running with Scissors,5
3486,The Devil's Arithmetic,4
4914,Portnoy's Complaint,4
3166,The Best American Nonrequired Reading 2003,5
3748,"The Mists of Avalon (Avalon, #1)",5
4892,Their Eyes Were Watching God,3
1111,The Wind-Up Bird Chronicle,4
284,"Christine Falls (Quirke, #1)",3
3166,Attachments,4
2635,Little Children,4
5192,"Halting State (Halting State, #1)",4
4351,New York,3
5791,"New Moon (Twilight, #2)",2
384,"Dark Reunion (The Vampire Diaries, #4)",5
5151,Wuthering Heights,4
4558,A Short History of Tractors in Ukrainian,1
3256,The Year of Magical Thinking,3
650,"Ender's Shadow (The Shadow Series, #1)",2
14,Memoirs of Hadrian,3
4804,The Hummingbird's Daughter,4
4746,A Christmas Promise,2
3662,Slaughterhouse-Five,5
1117,Batman: The Dark Knight Returns,5
1880,Haunted,3
317,"Sabriel (Abhorsen, #1)",4
5128,The Very Hungry Caterpillar,5
3793,Life of Pi,3
2529,Franny and Zooey,5
2004,The Thorn Birds,2
4381,"The Da Vinci Code (Robert Langdon, #2)",3
2529,No Country for Old Men,5
327,"Anne of Green Gables (Anne of Green Gables, #1)",5
3259,Stitch 'n Bitch Nation,5
1416,The Kite Runner,3
2516,"My Ántonia (Great Plains Trilogy, #3)",4
3211,The God of Small Things,5
4806,Love's Labour's Lost,3
3161,"Among Other Things, I've Taken Up Smoking",4
3484,"The Prize: The Epic Quest for Oil, Money, and Power",5
286,Another Roadside Attraction,4
4128,The Man Who Laughs,3
5784,"Neverwhere (London Below, #1)",3
400,Sharp Objects,5
4700,Illusions: The Adventures of a Reluctant Messiah,3
366,"Twilight (Twilight, #1)",5
3828,Tuesdays with Morrie,5
1071,Baudolino,4
347,The Nanny Diaries,3
3802,Stones from the River,3
1227,Mr. Vertigo,5
5962,The Return of Merlin,2
3511,If on a Winter's Night a Traveler,5
166,The Westing Game,4
5954,A Prayer for Owen Meany,5
286,The Namesake,3
675,The Electric Kool-Aid Acid Test,4
4085,The Adventures of Huckleberry Finn,4
4321,Daughter of Fortune,4
1581,"84, Charing Cross Road",4
3780,The Abstinence Teacher,3
4475,Where the Wild Things Are,5
148,A Thousand Splendid Suns,4
1755,"Dreaming in Code: Two Dozen Programmers, Three Years, 4,732 Bugs, and One Quest for Transcendent Software",1
3947,The Botany of Desire: A Plant's-Eye View of the World,5
500,Microserfs,1
260,The Age of Innocence,4
1216,"The Lady in the Lake (Philip Marlowe, #4)",4
3485,The Hours,2
3932,1984,5
2597,Fire,3
4852,The Left Hand of Darkness (Hainish Cycle #4),3
278,The Historian,3
411,The Witch of Blackbird Pond,4
709,Everything Is Illuminated,5
2030,"Alone (Detective D.D. Warren, #1)",3
3650,"New Moon (Twilight, #2)",5
3184,Crossing to Safety,4
5152,"The Last Enchantment (Arthurian Saga, #3)",4
5322,"The Thousand and One Nights: Commonly Called, in England, The Arabian Nights' Entertainments, Volume I of III",2
853,"Shadow Puppets (The Shadow Series, #3)",4
236,The Places That Scare You: A Guide to Fearlessness in Difficult Times,5
2187,Pride and Prejudice,3
5432,A Long Way Down,3
554,"The Da Vinci Code (Robert Langdon, #2)",3
338,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4
3259,"One for the Money (Stephanie Plum, #1)",1
554,'Tis,4
1187,Franny and Zooey,4
429,A Man Named Dave: A Story of Triumph and Forgiveness,5
1861,The Hobbit: Graphic Novel,4
1550,"Equal Rites (Discworld, #3; Witches, #1)",4
4448,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",3
338,Sharp Objects,3
3507,The Unbearable Lightness of Being,5
1829,The Tale of Peter Rabbit,5
3507,"Over Sea, Under Stone (The Dark is Rising, #1)",5
1416,The Girl in the Flammable Skirt,4
3241,Go Tell It on the Mountain,3
5473,Dubliners,5
1134,"Key Lime Pie Murder (Hannah Swensen, #9)",4
4496,Ordinary People,5
2042,Around the World in Eighty Days,1
4373,Arsenic and Old Lace,2
3241,The Farming of Bones,5
1610,The Mother,3
4825,The Birth of Tragedy,4
1784,"A Storm of Swords (A Song of Ice and Fire, #3)",4
4197,"Specials (Uglies, #3)",4
751,Of Mice and Men,2
524,A Doll's House,5
166,Franny and Zooey,5
607,A Million Little Pieces,3
4746,The Kite Runner,4
882,The Color of Water: A Black Man's Tribute to His White Mother,4
3947,The Quick and the Dead,5
2956,The Glass Palace,4
338,Of Mice and Men,4
3831,Animal Farm,4
176,Ecotopia,5
5383,"Someone Comes to Town, Someone Leaves Town",5
2100,"Pretties (Uglies, #2)",3
4489,Life,1
5791,"Cry, the Beloved Country",1
3201,The Joke,4
362,Fahrenheit 451,4
4290,Catch-22,5
4138,Keeping the Moon,2
2259,Persuasion,5
3651,"The Bean Trees (Greer Family, #1)",5
1845,Without Feathers,5
3198,Wonder Boys,4
751,The Hobbit: Graphic Novel,5
1316,The Remains of the Day,4
1163,Hawaii,2
5700,King Lear,4
280,"The Good Earth (House of Earth, #1)",4
1069,The Secret History,4
4290,The Liars' Club,4
550,The Remains of the Day,3
2597,Plain Truth,3
327,Sophie's World,4
4782,"The Giver (The Giver, #1)",4
4825,The Year of Magical Thinking,3
2419,Cane River,3
166,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",3
1434,"Buenos días, tristeza",3
4806,"Trojan Gold (Vicky Bliss, #4)",4
3947,The Dud Avocado,4
2296,"Bootlegger's Daughter (Deborah Knott Mysteries, #1)",4
4957,The Odyssey,5
675,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",4
5872,My Name Is Asher Lev,4
4284,The Red Badge of Courage,2
3006,Digital Fortress,1
4934,The God of Small Things,3
853,Cat's Cradle,5
4312,"Neuromancer (Sprawl, #1)",5
3854,No One Belongs Here More Than You,3
3460,Life of Pi,2
5543,Flights,3
554,Fahrenheit 451,4
3020,Pride and Prejudice,3
282,"The Good Earth (House of Earth, #1)",5
4216,Maine,4
675,The Queen's Fool,3
1611,El Silmarillion,4
3216,Goodnight Moon,5
619,Norwegian Wood,4
3845,Candide,4
667,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,3
1051,"A Drink Before the War (Kenzie & Gennaro, #1)",2
132,The Adventures of Huckleberry Finn,5
5017,Crónica de una muerte anunciada,5
5383,The Death and Life of Great American Cities,5
876,The Complete Short Novels,5
675,Blink: The Power of Thinking Without Thinking,3
2013,The Curious Incident of the Dog in the Night-Time,3
4761,Fahrenheit 451,5
5383,The Age of Miracles,4
1135,Desgracia,4
2154,Summer Rain,5
896,Oleanna,4
357,"A Clash of Kings (A Song of Ice and Fire, #2)",4
4697,The Diary of a Young Girl,4
3778,Theodore Rex,5
3213,Fast Food Nation: The Dark Side of the All-American Meal,5
1360,Tropic of Cancer,4
3216,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",4
5993,The Tipping Point: How Little Things Can Make a Big Difference,4
4701,"The Da Vinci Code (Robert Langdon, #2)",5
55,"Neverwhere (London Below, #1)",5
897,The Pragmatic Programmer: From Journeyman to Master,4
1051,Armada,2
3184,Howards End,4
2186,"Asterix and the Cauldron (Asterix, #13)",5
181,Beloved,3
5231,"Are You There God? It's Me, Margaret",3
873,George's Marvelous Medicine,4
529,"Watermelon (Walsh Family, #1)",2
5543,As I Lay Dying,4
3867,To Kill a Mockingbird,4
732,The Kite Runner,5
3186,The Mysteries of Pittsburgh,3
3422,Norwegian Wood,2
2059,David Copperfield,3
100,Influence: The Psychology of Persuasion,4
5886,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",3
1606,Magical Thinking,5
4658,High Fidelity,4
5581,Jane Eyre,4
4829,The Year of Magical Thinking,2
3485,"Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)",3
3088,Alias Grace,5
4152,Pastwatch: The Redemption of Christopher Columbus,4
4128,The Little Match Girl,3
4217,Hairstyles of the Damned,4
529,"With No One as Witness (Inspector Lynley, #13)",4
2170,The Thorn Birds,2
485,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",4
4667,"The Light Fantastic (Discworld, #2; Rincewind #2)",4
5,"Going Solo (Roald Dahl's Autobiography, #2)",5
3983,Waiting for Godot,5
503,Have a Little Faith: a True Story,4
505,The Corrections,4
2958,"The Dogs of Riga (Kurt Wallander, #2)",5
384,"Moon Called (Mercy Thompson, #1)",5
1965,"A Game of Thrones (A Song of Ice and Fire, #1)",5
369,The Devil in the White City,4
3854,An Atlas of the Difficult World,4
286,No Country for Old Men,4
609,"Devil in a Blue Dress (Easy Rawlins, #1)",4
4666,Belgarath the Sorcerer,3
4465,Life and Times of Michael K,3
4933,My Name Is Red,5
5098,The Tempest,5
1204,Their Eyes Were Watching God,5
5187,The Reader,2
2090,The Apartment,3
313,"Wampeters, Foma and Granfalloons",3
4666,"New Moon (Twilight, #2)",3
1416,The Power of Now: A Guide to Spiritual Enlightenment,2
347,The Secret History,5
260,The Stranger,3
1581,Blade Runner: ¿Sueñan los androides con ovejas eléctricas?,3
5812,Angela's Ashes,5
452,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",5
1150,"Fifth Business (The Deptford Trilogy, #1)",3
1150,Truth and Beauty,3
3643,Blindness,4
882,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",3
5063,Mother Night,5
3833,"Eat, Pray, Love",5
896,The Bell Jar,5
2926,Collapse: How Societies Choose to Fail or Succeed,4
5243,Atlas Shrugged,3
3340,Franny and Zooey,5
3802,Dhalgren,4
3662,The Curious Incident of the Dog in the Night-Time,5
4852,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4
3286,"Ender's Game (Ender's Saga, #1)",5
2828,"Spook Country (Blue Ant, #2)",3
1094,Moneyball: The Art of Winning an Unfair Game,4
3814,"Guns, Germs, and Steel: The Fates of Human Societies",5
4746,"Poison Study (Study, #1)",3
3983,Light in August,5
317,"Voyager (Outlander, #3)",5
338,Pompeii,3
4697,Invisible Man,2
462,Lucky Jim,4
4693,Othello,3
319,1984,4
5851,Beasts of No Nation,4
1880,Las flores del mal,2
5192,The Illustrated Man,5
788,Glamorama,5
5682,"R is for Ricochet (Kinsey Millhone, #18)",3
4825,100 Selected Poems,4
2061,"Memnoch the Devil (The Vampire Chronicles, #5)",3
217,"The Camel Club (Camel Club, #1)",4
1109,Prep,1
4835,The Believers,4
4465,A Complicated Kindness,4
4197,Slouching Towards Bethlehem,5
1737,"The Amber Spyglass (His Dark Materials, #3)",5
5962,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",2
3501,"Animal, Vegetable, Miracle: A Year of Food Life",2
327,The Adventures of Sherlock Holmes,5
1163,Mona in the Promised Land,5
2963,The Curious Incident of the Dog in the Night-Time,5
2850,"Morning, Noon & Night",2
3662,Romeo and Juliet,4
4197,The Kite Runner,5
2597,Geek Love,3
1829,The World Without Us,4
4760,"Good in Bed (Cannie Shapiro, #1)",5
4173,World War Z: An Oral History of the Zombie War,3
3047,Island,4
928,Illuminations,5
4584,Written on the Body,5
1383,"Undead and Unreturnable (Undead, #4)",4
5695,She's Come Undone,4
3380,Little Women,4
2004,The Cave,4
4216,Bleak House,2
66,The Grapes of Wrath,5
5128,"Over Sea, Under Stone",3
5851,The Secret Life of Bees,4
2645,Blink: The Power of Thinking Without Thinking,4
664,The Poisonwood Bible,3
153,The Wings of the Dove,5
4373,Fantastic Mr. Fox,4
1224,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",3
5192,"South of the Border, West of the Sun",4
73,"Catch-22 (Catch-22, #1)",4
1181,True Colors,2
4147,"Hellboy, Vol. 1: Seed of Destruction",2
1343,"Little Lady, Big Apple (The Little Lady Agency, #2)",3
1141,The Picture of Dorian Gray,4
3891,The Dharma Bums,5
329,"Swamp Thing, Vol. 1: Saga of the Swamp Thing",4
1024,Heart of Darkness and Other Tales,5
3052,The Curious Incident of the Dog in the Night-Time,2
413,The Kite Runner,4
2828,Snow,3
4825,Revolting Rhymes,3
547,Case Histories (Jackson Brodie #1),5
1181,"Moon Called (Mercy Thompson, #1)",3
4147,The Cat in the Hat and Other Dr. Seuss Favorites,3
1219,"Tales of the City (Tales of the City, #1)",5
897,The Razor's Edge,4
505,Lolita,5
3500,A Separate Peace,5
1247,"Kane and Abel (Kane and Abel, #1)",5
5491,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
209,Last Chance Saloon,5
4957,To the Lighthouse,5
2442,Thinking with Type,4
464,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)",3
3083,Crime and Punishment,4
166,Falling Angels,2
5243,Mason & Dixon,4
3308,Pledged: The Secret Life of Sororities,4
5614,The Alchemist,2
4312,"City of Ashes (The Mortal Instruments, #2)",2
2458,Wuthering Heights,5
5872,Richard II,4
1069,"The Ramona Collection, Vol. 1: (Ramona #1-#4)",5
5547,The Devil in the Junior League,3
746,The Best American Nonrequired Reading 2003,4
5128,Anna Karenina,4
1216,The Master and Margarita,4
503,Best Friends Forever,3
3769,The Smile at the Foot of the Ladder,3
1018,A Walk Across America,3
2086,غرب زدگی,1
443,The Bullfighter Checks Her Makeup: My Encounters With Extraordinary People,5
1037,"Locked Rooms (Mary Russell, #8)",3
685,The Kite Runner,5
3485,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",4
5257,Traveling Mercies: Some Thoughts on Faith,5
650,Stories of Your Life and Others,3
5176,"The Golden Compass (His Dark Materials, #1)",4
999,"Gilead (Gilead, #1)",4
4825,A Heartbreaking Work of Staggering Genius,2
480,Nineteen Minutes,3
547,Looking for Alaska,3
4122,"The Shadow Rising (The Wheel of Time, #4)",4
2195,"Dragonflight (Dragonriders of Pern, #1)",5
679,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",4
425,Gulliver's Travels,5
2042,سه قطره خون,4
2633,Cathedral,4
1097,Johnny Got His Gun,5
3180,Daisy Fay and the Miracle Man,2
4196,"Ask the Dust (The Saga of Arturo Bandini, #3)",5
331,Slaughterhouse-Five,5
3024,Ethan Frome,3
853,Never Let Me Go,4
4753,"The Subtle Knife (His Dark Materials, #2)",5
503,Eleanor Rigby,1
1122,The Man in the High Castle,4
5400,Jailbird,4
3216,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",3
558,Proust and the Squid: The Story and Science of the Reading Brain,4
2170,White Fang,3
2965,Tender is the Night,3
1828,The Little Prince,5
5,"Purity of Blood (Adventures of Captain Alatriste, #2)",4
4534,Deerskin,5
3659,The Pickwick Papers,3
4684,The Secret Life of Bees,4
1219,Look at Me,4
4148,"A Feast for Crows (A Song of Ice and Fire, #4)",3
362,The Sun Also Rises,4
327,"Jurassic Park (Jurassic Park, #1)",3
4108,The Master and Margarita,5
3824,Sputnik Sweetheart,5
1829,To Kill a Mockingbird,5
1378,"The Devil Wears Prada (The Devil Wears Prada, #1)",3
2540,Memoirs of a Geisha,4
1802,A Farewell to Arms,4
524,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
1163,Kindred,4
3051,The Remains of the Day,4
192,Life on the Mississippi,4
1187,The Wind-Up Bird Chronicle,4
4693,The Way We Live Now,3
1086,The Psychopath Test: A Journey Through the Madness Industry,3
3047,Mary,4
1110,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
